genome,completeness,contamination
uvig_450960.fasta,90.76,17.99
uvig_450961.fasta,100,13.69
uvig_450962.fasta,100,26.37
uvig_450964.fasta,37.26,0
uvig_450965.fasta,23.26,0
uvig_45097.fasta,47.71,0
uvig_450970.fasta,14.64,19.8
uvig_45099.fasta,74.05,0
uvig_450992.fasta,100,0
uvig_451.fasta,91.92,9.88
uvig_45100.fasta,91.44,0
uvig_451000.fasta,82.07,0
uvig_451006.fasta,17.38,0
uvig_451008.fasta,30.57,0
uvig_451009.fasta,0,0
uvig_451013.fasta,29.53,0
uvig_451016.fasta,38.05,0
uvig_45102.fasta,78.9,0
uvig_45103.fasta,85.64,0
uvig_451040.fasta,100,17.18
uvig_451043.fasta,100,9.25
uvig_45105.fasta,100,0
uvig_451050.fasta,92,16.85
uvig_451057.fasta,95.02,0
uvig_451058.fasta,74.59,0
uvig_451059.fasta,59.18,0
uvig_45106.fasta,100,17.53
uvig_451078.fasta,29.09,0
uvig_451088.fasta,29.35,0
uvig_451095.fasta,17.87,20.25
uvig_451099.fasta,15.35,37.84
uvig_451141.fasta,33.22,0
uvig_45115.fasta,30.03,0
uvig_451151.fasta,21.99,0
uvig_451152.fasta,60.23,19.74
uvig_451154.fasta,92.58,0
uvig_451158.fasta,99.28,0
uvig_451160.fasta,21.21,0
uvig_451161.fasta,75.04,0
uvig_451162.fasta,50.69,0
uvig_451166.fasta,36.21,35.42
uvig_451170.fasta,26.18,0
uvig_451173.fasta,18.08,17.79
uvig_451180.fasta,52.3,0
uvig_451182.fasta,74.05,0
uvig_451184.fasta,99.84,0
uvig_451185.fasta,80.29,0
uvig_451196.fasta,21.65,0
uvig_451199.fasta,0,0
uvig_45120.fasta,7.74,0
uvig_451209.fasta,100,0
uvig_451210.fasta,100,0
uvig_451212.fasta,100,12.32
uvig_451213.fasta,100,30.5
uvig_451214.fasta,91.7,20.87
uvig_451215.fasta,84.13,17.49
uvig_451221.fasta,96.36,0
uvig_451227.fasta,53.41,0
uvig_451232.fasta,75.6,0
uvig_451237.fasta,28.62,27.65
uvig_451238.fasta,56.44,0
uvig_451249.fasta,34.44,0
uvig_451251.fasta,28.69,0
uvig_451255.fasta,25.05,0
uvig_451260.fasta,27.16,0
uvig_451268.fasta,16.54,0
uvig_451309.fasta,69.53,0
uvig_451311.fasta,92.9,0
uvig_451312.fasta,78.08,24.66
uvig_451316.fasta,21.29,0
uvig_451322.fasta,18.89,0
uvig_451324.fasta,66.62,0
uvig_451325.fasta,14.47,0
uvig_451326.fasta,30.43,0
uvig_451329.fasta,18.15,0
uvig_451345.fasta,100,0
uvig_451346.fasta,100,64.33
uvig_451348.fasta,23.87,0
uvig_451350.fasta,91.12,37.41
uvig_451351.fasta,92.07,16.27
uvig_451352.fasta,40.71,0
uvig_451359.fasta,100,8.73
uvig_451362.fasta,74.27,0
uvig_451366.fasta,79.14,0
uvig_451370.fasta,66.41,0
uvig_451374.fasta,12.65,0
uvig_451375.fasta,46.16,0
uvig_451381.fasta,33.16,0
uvig_451417.fasta,23.67,0
uvig_451423.fasta,58.26,0
uvig_451425.fasta,77.31,0
uvig_451426.fasta,38.36,0
uvig_45143.fasta,100,0
uvig_451434.fasta,100,21.27
uvig_451440.fasta,100,32.98
uvig_451442.fasta,94.78,23.91
uvig_451443.fasta,72.49,10.63
uvig_451448.fasta,65.87,11.3
uvig_451451.fasta,72.23,0
uvig_451454.fasta,24.92,0
uvig_451457.fasta,20.62,0
uvig_45146.fasta,100,6.6
uvig_45147.fasta,50.76,0
uvig_451480.fasta,63.26,0
uvig_451481.fasta,100,0
uvig_45149.fasta,39.2,0
uvig_451492.fasta,100,26.99
uvig_4515.fasta,100,0
uvig_45150.fasta,95.68,0
uvig_451500.fasta,65.25,0
uvig_451502.fasta,24.32,0
uvig_451503.fasta,24.29,0
uvig_451506.fasta,32.6,0
uvig_451508.fasta,28.82,0
uvig_45151.fasta,97.08,0
uvig_45152.fasta,87.23,0
uvig_45153.fasta,88.48,0
uvig_451530.fasta,100,0
uvig_451531.fasta,97.66,0
uvig_451533.fasta,86.47,0
uvig_45154.fasta,90.21,23.66
uvig_451543.fasta,100,0
uvig_451546.fasta,100,34.79
uvig_451550.fasta,100,0
uvig_451551.fasta,100,0
uvig_451552.fasta,97.99,12.99
uvig_451553.fasta,46.32,0
uvig_451555.fasta,88.94,0
uvig_451557.fasta,98.59,0
uvig_451558.fasta,35.98,0
uvig_451559.fasta,34.48,0
uvig_451560.fasta,85.71,0
uvig_451561.fasta,57.18,0
uvig_451563.fasta,32.97,0
uvig_451564.fasta,21.99,23.35
uvig_451566.fasta,43.76,0
uvig_451568.fasta,18.3,0
uvig_451569.fasta,20.42,33.49
uvig_45157.fasta,92.3,0
uvig_451571.fasta,26.46,0
uvig_45158.fasta,95.74,0
uvig_45159.fasta,54.22,0
uvig_4516.fasta,35.57,63.67
uvig_45160.fasta,72.82,5.88
uvig_451602.fasta,100,0
uvig_451604.fasta,40.82,0
uvig_451608.fasta,100,0
uvig_451609.fasta,97.89,0
uvig_451610.fasta,9.66,0
uvig_451612.fasta,100,0
uvig_45162.fasta,59.35,0
uvig_451624.fasta,100,23.19
uvig_451627.fasta,82.96,0
uvig_451628.fasta,90.6,13.94
uvig_451633.fasta,28.07,0
uvig_45164.fasta,55.73,0
uvig_451645.fasta,77.55,0
uvig_45165.fasta,78.73,0
uvig_451658.fasta,100,0
uvig_45166.fasta,71.57,0
uvig_451661.fasta,89.04,0
uvig_451662.fasta,100,0
uvig_451664.fasta,41.84,0
uvig_451665.fasta,35.95,0
uvig_451672.fasta,80.41,32.75
uvig_451673.fasta,96.99,14.22
uvig_451674.fasta,84.7,0
uvig_451676.fasta,69.03,0
uvig_451677.fasta,19.28,0
uvig_451679.fasta,32.23,0
uvig_4517.fasta,96.99,0
uvig_45170.fasta,64.56,0
uvig_451705.fasta,98.89,0
uvig_451707.fasta,100,27.36
uvig_451711.fasta,59.82,0
uvig_451716.fasta,43.17,0
uvig_451719.fasta,22.71,0
uvig_45172.fasta,42.57,0
uvig_45173.fasta,40.14,0
uvig_451735.fasta,19.05,0
uvig_451739.fasta,100,0
uvig_45174.fasta,36.08,0
uvig_451742.fasta,100,40.6
uvig_451744.fasta,100,16.51
uvig_451749.fasta,53.88,0
uvig_451751.fasta,70.78,0
uvig_451752.fasta,48.83,25.73
uvig_451754.fasta,28.08,22.62
uvig_451755.fasta,49.88,0
uvig_451758.fasta,32.38,0
uvig_451759.fasta,24.46,0
uvig_45177.fasta,60.38,0
uvig_45178.fasta,52.55,0
uvig_451783.fasta,100,0
uvig_451791.fasta,38.41,0
uvig_451801.fasta,100,13.86
uvig_451802.fasta,100,20.58
uvig_451803.fasta,79.69,22.09
uvig_451804.fasta,45.12,0
uvig_451807.fasta,96.28,28.88
uvig_451808.fasta,92.4,5.76
uvig_451815.fasta,100,0
uvig_451817.fasta,70.21,9.44
uvig_45182.fasta,32.3,0
uvig_451823.fasta,56.67,0
uvig_451825.fasta,39.4,33.27
uvig_451828.fasta,22.68,0
uvig_45183.fasta,47.84,0
uvig_45185.fasta,33.54,0
uvig_451854.fasta,71.4,0
uvig_45186.fasta,39.25,0
uvig_451867.fasta,100,0
uvig_451868.fasta,84.58,0
uvig_45188.fasta,14.15,49.4
uvig_451880.fasta,45.62,0
uvig_451885.fasta,43.2,0
uvig_451889.fasta,23.19,0
uvig_45189.fasta,57.45,0
uvig_45192.fasta,30.26,0
uvig_451921.fasta,84.32,0
uvig_451923.fasta,97.99,10.97
uvig_451924.fasta,88.72,0
uvig_451925.fasta,42.97,0
uvig_451929.fasta,100,0
uvig_451930.fasta,75.75,0
uvig_451931.fasta,32.35,0
uvig_451934.fasta,6.44,0
uvig_451943.fasta,100,0
uvig_451944.fasta,93.54,20.75
uvig_451947.fasta,84.65,0
uvig_451951.fasta,58.37,0
uvig_451953.fasta,61.55,0
uvig_451959.fasta,34.73,0
uvig_45196.fasta,37.87,0
uvig_451960.fasta,5.98,0
uvig_451961.fasta,22.03,18.72
uvig_451979.fasta,40.98,0
uvig_45199.fasta,9.93,0
uvig_451994.fasta,100,0
uvig_451995.fasta,100,0
uvig_4520.fasta,7.97,0
uvig_452000.fasta,78.98,25.57
uvig_452003.fasta,75.34,0
uvig_452016.fasta,19.55,0
uvig_45202.fasta,34.68,0
uvig_452036.fasta,77.93,0
uvig_452037.fasta,7.83,0
uvig_452055.fasta,100,40.6
uvig_452056.fasta,100,10.02
uvig_452057.fasta,100,15.05
uvig_452061.fasta,41.94,0
uvig_452062.fasta,45.82,14.15
uvig_452065.fasta,80.67,38.26
uvig_452073.fasta,30.79,0
uvig_452086.fasta,100,0
uvig_452088.fasta,58.8,0
uvig_452091.fasta,100,10.4
uvig_452094.fasta,31.01,50.91
uvig_452103.fasta,100,0
uvig_452104.fasta,100,0
uvig_452108.fasta,51.51,39.32
uvig_452110.fasta,70.34,0
uvig_452122.fasta,11.73,0
uvig_452123.fasta,30.43,0
uvig_452150.fasta,98.75,38.07
uvig_452151.fasta,36.95,0
uvig_452156.fasta,27.2,0
uvig_452159.fasta,31.39,0
uvig_452166.fasta,100,0
uvig_452167.fasta,100,0
uvig_452168.fasta,78.63,0
uvig_452169.fasta,100,9.23
uvig_452171.fasta,90.69,10.61
uvig_452172.fasta,92.96,0
uvig_452180.fasta,8.17,0
uvig_452181.fasta,21.47,0
uvig_452194.fasta,33.92,0
uvig_452198.fasta,25.3,57.91
uvig_452201.fasta,92.25,0
uvig_452207.fasta,100,21.57
uvig_452214.fasta,32.77,0
uvig_452244.fasta,100,14.28
uvig_452245.fasta,100,35.11
uvig_452247.fasta,100,37.95
uvig_452251.fasta,97.65,0
uvig_452256.fasta,83.24,12.25
uvig_452261.fasta,97.32,11.09
uvig_452264.fasta,68.85,0
uvig_452265.fasta,65.66,0
uvig_452274.fasta,70.63,0
uvig_452277.fasta,20.65,0
uvig_452279.fasta,26.32,0
uvig_452286.fasta,4.08,0
uvig_452328.fasta,100,0
uvig_452342.fasta,100,0
uvig_452345.fasta,100,27.23
uvig_452346.fasta,96.71,0
uvig_452347.fasta,100,0
uvig_452348.fasta,59.29,0
uvig_452349.fasta,75.76,0
uvig_452357.fasta,90.93,0
uvig_452361.fasta,50.99,0
uvig_452369.fasta,63.91,0
uvig_452378.fasta,57.62,0
uvig_452382.fasta,95.72,15.75
uvig_452384.fasta,98.01,0
uvig_452390.fasta,41.04,0
uvig_452395.fasta,37.89,0
uvig_452398.fasta,38.56,0
uvig_452399.fasta,25.11,28.52
uvig_4524.fasta,100,0
uvig_452400.fasta,47.26,0
uvig_452418.fasta,100,0
uvig_452419.fasta,47.03,0
uvig_45242.fasta,31.62,0
uvig_452421.fasta,24.86,0
uvig_452424.fasta,85.53,14.15
uvig_452425.fasta,54.05,0
uvig_452449.fasta,84.22,0
uvig_452452.fasta,12.21,0
uvig_452457.fasta,60.71,0
uvig_45246.fasta,23.58,0
uvig_452463.fasta,32.1,0
uvig_452470.fasta,25.8,0
uvig_452475.fasta,31.08,0
uvig_452505.fasta,100,0
uvig_452506.fasta,87.75,0
uvig_452507.fasta,64.75,0
uvig_452509.fasta,99.78,48.79
uvig_45252.fasta,90.9,11.34
uvig_452520.fasta,15.94,0
uvig_452544.fasta,70.74,28.07
uvig_452545.fasta,74.6,0
uvig_452546.fasta,99.94,15.7
uvig_452550.fasta,100,8.31
uvig_452556.fasta,56.22,0
uvig_452559.fasta,62.41,0
uvig_452560.fasta,63.06,34.88
uvig_452561.fasta,84.39,0
uvig_452564.fasta,75.96,0
uvig_452566.fasta,62.63,0
uvig_452569.fasta,100,7.37
uvig_452572.fasta,49.71,0
uvig_452574.fasta,54.3,0
uvig_452577.fasta,100,0
uvig_452578.fasta,19.28,0
uvig_45258.fasta,22.91,0
uvig_452590.fasta,16.84,37.51
uvig_452635.fasta,21.17,0
uvig_452639.fasta,32,0
uvig_452641.fasta,32.19,0
uvig_452642.fasta,88.62,0
uvig_452643.fasta,36.8,0
uvig_452661.fasta,100,0
uvig_452664.fasta,45.58,21.2
uvig_452665.fasta,52.69,0
uvig_452667.fasta,84.58,15.56
uvig_452669.fasta,100,3.79
uvig_452670.fasta,56.31,0
uvig_452677.fasta,74.28,0
uvig_452682.fasta,63.46,0
uvig_452685.fasta,53.49,0
uvig_45269.fasta,91.43,4.35
uvig_452693.fasta,66.4,0
uvig_45270.fasta,100,0
uvig_452702.fasta,15.99,0
uvig_452705.fasta,27.54,0
uvig_45271.fasta,100,0
uvig_452710.fasta,22.4,0
uvig_452712.fasta,23.91,0
uvig_45272.fasta,91.31,0
uvig_452752.fasta,43.29,0
uvig_452757.fasta,100,0
uvig_452758.fasta,73.71,3.19
uvig_452762.fasta,70.48,0
uvig_452778.fasta,100,0
uvig_452779.fasta,52.78,0
uvig_452780.fasta,65.75,0
uvig_452785.fasta,8.76,0
uvig_452789.fasta,100,0
uvig_452791.fasta,100,20.71
uvig_452793.fasta,88.71,22.81
uvig_452796.fasta,80.44,3.82
uvig_452797.fasta,75.54,25.63
uvig_452802.fasta,60.39,0
uvig_452807.fasta,29.64,0
uvig_452825.fasta,100,0
uvig_45283.fasta,0,0
uvig_452837.fasta,100,22.75
uvig_452838.fasta,90.93,35.04
uvig_452839.fasta,58.92,4.62
uvig_452840.fasta,42.36,38.61
uvig_452845.fasta,25.88,0
uvig_452857.fasta,48.12,0
uvig_452859.fasta,42.05,0
uvig_45286.fasta,0,0
uvig_45287.fasta,100,0
uvig_452870.fasta,64.8,0
uvig_452879.fasta,32.54,0
uvig_45288.fasta,11.29,0
uvig_452881.fasta,57.21,0
uvig_452893.fasta,26.89,0
uvig_452894.fasta,28.84,0
uvig_452913.fasta,68,0
uvig_452914.fasta,100,2.91
uvig_452920.fasta,67.67,0
uvig_452921.fasta,24.55,33.07
uvig_452930.fasta,100,28.73
uvig_452931.fasta,88.32,26.04
uvig_452932.fasta,100,9.73
uvig_452935.fasta,100,7.5
uvig_452936.fasta,62.48,0
uvig_452937.fasta,39.33,27.12
uvig_452939.fasta,43.88,0
uvig_45294.fasta,22.62,0
uvig_452942.fasta,38.25,0
uvig_452945.fasta,36.23,27.13
uvig_452951.fasta,28.24,0
uvig_452973.fasta,88.21,55.28
uvig_452974.fasta,85.84,14.46
uvig_452975.fasta,100,0
uvig_452977.fasta,91.85,0
uvig_452984.fasta,27.64,0
uvig_452985.fasta,100,0
uvig_452988.fasta,21.6,0
uvig_453.fasta,93.07,65.85
uvig_4530.fasta,68.14,0
uvig_453005.fasta,100,22.38
uvig_453008.fasta,83.4,21.23
uvig_453011.fasta,38.29,31.87
uvig_453020.fasta,58.11,14.53
uvig_453021.fasta,25.1,37.7
uvig_453026.fasta,48.58,0
uvig_453036.fasta,26.5,0
uvig_453038.fasta,33.6,0
uvig_453045.fasta,26.19,0
uvig_453098.fasta,100,0
uvig_453104.fasta,100,0
uvig_453108.fasta,62.31,33.87
uvig_453109.fasta,87.65,14.1
uvig_453111.fasta,64.12,21.48
uvig_453118.fasta,22.71,0
uvig_453138.fasta,100,29.86
uvig_453140.fasta,98.04,0
uvig_453141.fasta,51.06,0
uvig_453143.fasta,20.3,0
uvig_453145.fasta,100,0
uvig_453147.fasta,84.07,0
uvig_45315.fasta,100,0
uvig_453158.fasta,100,0
uvig_453159.fasta,40.67,0
uvig_453161.fasta,82.24,28.97
uvig_453167.fasta,99.28,0
uvig_453170.fasta,97.1,14.7
uvig_453172.fasta,81.38,0
uvig_453173.fasta,43.66,0
uvig_453176.fasta,35.84,0
uvig_453179.fasta,50.65,12.88
uvig_45320.fasta,88.6,16.19
uvig_453214.fasta,100,0
uvig_45322.fasta,97.93,0
uvig_453221.fasta,37.01,0
uvig_453223.fasta,42.31,0
uvig_453227.fasta,100,25.9
uvig_453231.fasta,95.36,0
uvig_453245.fasta,100,0
uvig_453247.fasta,100,0
uvig_453248.fasta,100,0
uvig_453249.fasta,100,23.92
uvig_453255.fasta,88.91,13.62
uvig_453256.fasta,84.25,21.71
uvig_453259.fasta,76.79,0
uvig_453262.fasta,52.13,22.8
uvig_453264.fasta,52.21,0
uvig_45327.fasta,69.93,0
uvig_453273.fasta,46.34,0
uvig_453274.fasta,44.09,0
uvig_453277.fasta,34.05,0
uvig_453279.fasta,28.14,0
uvig_453280.fasta,30.22,0
uvig_453282.fasta,26.1,0
uvig_453297.fasta,64.84,50.98
uvig_453298.fasta,97.48,0
uvig_453299.fasta,100,0
uvig_453301.fasta,100,0
uvig_453302.fasta,0,0
uvig_453303.fasta,0,0
uvig_453304.fasta,38.48,0
uvig_453307.fasta,4.6,0
uvig_45331.fasta,42.87,0
uvig_453314.fasta,63.27,73.14
uvig_453315.fasta,100,0
uvig_453319.fasta,100,0
uvig_45332.fasta,55.47,0
uvig_453321.fasta,54.23,0
uvig_453322.fasta,35.73,0
uvig_453325.fasta,96.62,26.79
uvig_453327.fasta,100,0
uvig_453330.fasta,80.6,37.18
uvig_453333.fasta,91.53,0
uvig_453336.fasta,100,0
uvig_453344.fasta,100,8.51
uvig_453345.fasta,99.03,10.22
uvig_45335.fasta,44.16,19.53
uvig_453350.fasta,100,3.92
uvig_453351.fasta,100,0
uvig_453352.fasta,25.79,0
uvig_453361.fasta,40.87,0
uvig_453362.fasta,52.58,0
uvig_453363.fasta,38.89,0
uvig_453364.fasta,31.68,0
uvig_453367.fasta,22.21,0
uvig_453391.fasta,62.86,56.92
uvig_453393.fasta,31.37,27.01
uvig_453397.fasta,42.34,0
uvig_453398.fasta,16.48,21.03
uvig_453399.fasta,86.28,41.05
uvig_4534.fasta,26.05,0
uvig_453400.fasta,100,0
uvig_453402.fasta,100,0
uvig_453408.fasta,95.11,0
uvig_453409.fasta,91.66,36.98
uvig_453410.fasta,100,0
uvig_453411.fasta,64.7,25.41
uvig_453413.fasta,100,9.5
uvig_453414.fasta,30.95,41.5
uvig_453415.fasta,100,0
uvig_453417.fasta,79.74,25.77
uvig_453418.fasta,99.92,0
uvig_453420.fasta,54.01,22.72
uvig_453427.fasta,40.55,0
uvig_453429.fasta,44.09,0
uvig_45343.fasta,23.35,0
uvig_453430.fasta,37.93,0
uvig_453431.fasta,22.23,0
uvig_453432.fasta,25.2,0
uvig_453433.fasta,32.24,0
uvig_45345.fasta,30.3,0
uvig_453452.fasta,97.18,0
uvig_453458.fasta,90.99,0
uvig_453459.fasta,98.88,34.17
uvig_45346.fasta,20.09,0
uvig_453469.fasta,100,0
uvig_45347.fasta,26,0
uvig_453471.fasta,100,21.88
uvig_453474.fasta,100,25.77
uvig_453477.fasta,89.81,0
uvig_453478.fasta,65.98,17.38
uvig_453481.fasta,76.47,26.54
uvig_453486.fasta,25.01,30.45
uvig_453491.fasta,37.02,0
uvig_453492.fasta,100,0
uvig_453508.fasta,96.11,0
uvig_453512.fasta,36.21,0
uvig_453513.fasta,33.5,0
uvig_453514.fasta,100,0
uvig_453521.fasta,100,0
uvig_453526.fasta,0,0
uvig_453527.fasta,30.85,0
uvig_453539.fasta,100,0
uvig_453540.fasta,77.32,41.81
uvig_453542.fasta,58.17,2.39
uvig_453543.fasta,22.86,0
uvig_453549.fasta,34.22,55.73
uvig_453551.fasta,61.16,0
uvig_453553.fasta,78.87,0
uvig_453557.fasta,32.34,0
uvig_453563.fasta,28.52,0
uvig_453600.fasta,94.36,0
uvig_453602.fasta,76.62,43.58
uvig_453615.fasta,56.8,19.4
uvig_453617.fasta,59.22,28.16
uvig_453618.fasta,34.58,0
uvig_453619.fasta,100,0
uvig_453621.fasta,100,13.42
uvig_453622.fasta,99.9,0
uvig_453627.fasta,34.88,0
uvig_453636.fasta,29.81,0
uvig_45366.fasta,100,0
uvig_453663.fasta,38.92,0
uvig_453667.fasta,100,9.72
uvig_453668.fasta,0,0
uvig_453669.fasta,12.67,0
uvig_453670.fasta,11.4,0
uvig_453672.fasta,0,0
uvig_453684.fasta,100,44.64
uvig_453691.fasta,90,0
uvig_453693.fasta,100,43.29
uvig_453695.fasta,100,0
uvig_453698.fasta,52.57,16.2
uvig_453699.fasta,63.15,21
uvig_453703.fasta,73.4,0
uvig_453706.fasta,61.72,0
uvig_453746.fasta,93.6,3.48
uvig_453747.fasta,100,0
uvig_453750.fasta,10.06,0
uvig_453753.fasta,100,0
uvig_45377.fasta,100,0
uvig_453773.fasta,100,0
uvig_453774.fasta,100,0
uvig_453777.fasta,33.5,0
uvig_453779.fasta,75.56,0
uvig_45378.fasta,97.85,0
uvig_453780.fasta,76.22,0
uvig_45379.fasta,93.32,0
uvig_453793.fasta,64.15,0
uvig_453794.fasta,47.47,0
uvig_453795.fasta,40.68,13.47
uvig_45380.fasta,83.67,0
uvig_453804.fasta,34.7,0
uvig_453807.fasta,23.09,0
uvig_453810.fasta,31.2,0
uvig_453813.fasta,34.61,0
uvig_45382.fasta,41.63,0
uvig_453835.fasta,100,0
uvig_453836.fasta,98.26,53.79
uvig_453837.fasta,47.7,0
uvig_453838.fasta,25.98,26.08
uvig_45384.fasta,20.36,29.78
uvig_453840.fasta,100,0
uvig_453843.fasta,100,57.3
uvig_453844.fasta,93.8,19.49
uvig_453850.fasta,50.27,0
uvig_453852.fasta,30.75,0
uvig_45388.fasta,35.35,0
uvig_453880.fasta,17.65,0
uvig_453885.fasta,100,29.07
uvig_453886.fasta,72.98,0
uvig_453888.fasta,92.56,0
uvig_45389.fasta,23.01,0
uvig_453900.fasta,84.57,41.32
uvig_453901.fasta,100,0
uvig_453905.fasta,59.3,0
uvig_453927.fasta,90.78,0
uvig_453928.fasta,46.58,0
uvig_453929.fasta,28.23,0
uvig_453930.fasta,25.74,0
uvig_453932.fasta,20.82,34.36
uvig_453935.fasta,81.21,22.48
uvig_453936.fasta,100,0
uvig_453937.fasta,83.6,6
uvig_453940.fasta,48.98,0
uvig_453941.fasta,0,0
uvig_453943.fasta,15.92,0
uvig_453944.fasta,10.8,0
uvig_453946.fasta,11.72,0
uvig_453958.fasta,100,0
uvig_453959.fasta,100,0
uvig_453960.fasta,100,0
uvig_453961.fasta,96.07,18.82
uvig_453962.fasta,100,3.96
uvig_453965.fasta,94.57,18.01
uvig_453967.fasta,56.98,37.81
uvig_453978.fasta,38.98,0
uvig_453979.fasta,34.59,0
uvig_454.fasta,100,0
uvig_454002.fasta,71.42,0
uvig_454007.fasta,71.46,30.45
uvig_454011.fasta,28.64,0
uvig_454016.fasta,66.8,0
uvig_45402.fasta,100,0
uvig_45404.fasta,98.42,0
uvig_454045.fasta,100,25.1
uvig_454046.fasta,100,6.21
uvig_454048.fasta,100,4.51
uvig_45405.fasta,100,13.32
uvig_454051.fasta,100,5.48
uvig_454056.fasta,74.27,0
uvig_454058.fasta,21.37,41.52
uvig_454060.fasta,39.4,0
uvig_454063.fasta,0,0
uvig_454065.fasta,30.58,16.68
uvig_454068.fasta,30.43,0
uvig_454069.fasta,19.18,0
uvig_45407.fasta,28.03,0
uvig_454075.fasta,35.15,0
uvig_45408.fasta,100,0
uvig_454115.fasta,100,0
uvig_45412.fasta,81.12,28.62
uvig_454125.fasta,100,0
uvig_454126.fasta,100,18.19
uvig_454127.fasta,19.13,14.6
uvig_45413.fasta,98.1,0
uvig_454130.fasta,45.35,0
uvig_454131.fasta,36.27,0
uvig_454132.fasta,51.22,0
uvig_454138.fasta,53.81,0
uvig_454139.fasta,29.92,29.35
uvig_454140.fasta,18.77,44.12
uvig_454141.fasta,25.65,0
uvig_454143.fasta,94.43,0
uvig_45415.fasta,85.14,6.78
uvig_45416.fasta,85.04,0
uvig_454164.fasta,86.01,0
uvig_454170.fasta,100,9.57
uvig_454171.fasta,56.3,0
uvig_454183.fasta,100,15.36
uvig_454184.fasta,72.19,0
uvig_454190.fasta,17.43,0
uvig_454199.fasta,42.38,0
uvig_45420.fasta,70.28,0
uvig_454201.fasta,79.33,0
uvig_454202.fasta,31.52,0
uvig_45421.fasta,42.75,0
uvig_454233.fasta,50.02,0
uvig_454246.fasta,74.47,0
uvig_45425.fasta,27.22,0
uvig_454250.fasta,23.23,0
uvig_454251.fasta,100,0
uvig_454254.fasta,32.88,0
uvig_454266.fasta,100,0
uvig_454268.fasta,100,20.33
uvig_454270.fasta,86.4,17.34
uvig_454271.fasta,100,25.63
uvig_454272.fasta,51.3,31.17
uvig_454273.fasta,100,15.01
uvig_454278.fasta,97.87,10.26
uvig_454279.fasta,78.42,0
uvig_454287.fasta,59.03,0
uvig_454288.fasta,29.2,0
uvig_454322.fasta,69.02,0
uvig_454335.fasta,100,5.91
uvig_454336.fasta,23.61,0
uvig_45434.fasta,4.66,22.17
uvig_454343.fasta,60.22,0
uvig_454347.fasta,14.41,0
uvig_454352.fasta,15.54,41.49
uvig_454385.fasta,95.91,8.03
uvig_454388.fasta,33.93,0
uvig_454392.fasta,79.52,0
uvig_454394.fasta,7.36,33.53
uvig_454409.fasta,97.08,0
uvig_454413.fasta,92.92,13.82
uvig_454414.fasta,100,24.35
uvig_454415.fasta,100,0
uvig_454417.fasta,86.27,13.97
uvig_454422.fasta,59.29,15.56
uvig_454424.fasta,99.64,12.81
uvig_454426.fasta,91.64,7.17
uvig_454427.fasta,80.36,0
uvig_454433.fasta,27.01,20.03
uvig_454440.fasta,96.31,0
uvig_454484.fasta,93.89,29.13
uvig_454485.fasta,100,0
uvig_454489.fasta,36.9,0
uvig_454500.fasta,100,43.48
uvig_454501.fasta,77.52,0
uvig_454502.fasta,73.02,0
uvig_454514.fasta,62.94,0
uvig_454515.fasta,53.9,0
uvig_454518.fasta,38.09,0
uvig_454519.fasta,33.98,0
uvig_454520.fasta,100,12.09
uvig_454521.fasta,63.36,0
uvig_454522.fasta,27.29,0
uvig_454523.fasta,95.92,5.18
uvig_454524.fasta,100,0
uvig_454525.fasta,0,0
uvig_454526.fasta,75.19,0
uvig_454527.fasta,59.15,0
uvig_454528.fasta,19,0
uvig_454529.fasta,11.84,0
uvig_454530.fasta,12.06,0
uvig_454532.fasta,7.82,0
uvig_454534.fasta,4.52,0
uvig_454556.fasta,59.98,0
uvig_454570.fasta,49.61,0
uvig_454572.fasta,100,11.41
uvig_454573.fasta,100,0
uvig_454584.fasta,13.25,0
uvig_454603.fasta,100,0
uvig_454604.fasta,100,0
uvig_454605.fasta,21.26,0
uvig_454608.fasta,100,15.11
uvig_454616.fasta,75.1,0
uvig_454619.fasta,40.61,20.21
uvig_454620.fasta,93.51,0
uvig_454622.fasta,92.1,0
uvig_454627.fasta,38.71,0
uvig_454646.fasta,37.62,0
uvig_45467.fasta,78.26,0
uvig_454679.fasta,50.01,0
uvig_45468.fasta,15.6,0
uvig_454693.fasta,0,0
uvig_454699.fasta,100,0
uvig_454700.fasta,100,0
uvig_454707.fasta,19.89,0
uvig_454708.fasta,26.83,0
uvig_454709.fasta,37.47,0
uvig_454713.fasta,100,0
uvig_454714.fasta,45.4,0
uvig_454717.fasta,35.65,0
uvig_454718.fasta,23.91,0
uvig_454719.fasta,19.6,0
uvig_454733.fasta,100,17.94
uvig_454734.fasta,100,0
uvig_454736.fasta,74.05,28.36
uvig_454739.fasta,22.98,0
uvig_454740.fasta,83.16,0
uvig_454742.fasta,77.21,7.61
uvig_454743.fasta,96.58,18.97
uvig_454746.fasta,61.1,0
uvig_454747.fasta,77.94,23.2
uvig_454748.fasta,100,0
uvig_45475.fasta,100,16.85
uvig_454751.fasta,95.2,0
uvig_454755.fasta,49.77,22.49
uvig_454757.fasta,61.1,0
uvig_454758.fasta,51.5,0
uvig_454759.fasta,33.53,0
uvig_45476.fasta,30.13,0
uvig_454762.fasta,48.24,0
uvig_454764.fasta,40.06,0
uvig_454767.fasta,23.09,0
uvig_45477.fasta,99.56,0
uvig_454770.fasta,23.31,0
uvig_454773.fasta,19.96,0
uvig_45478.fasta,90.73,0
uvig_45479.fasta,31.38,0
